observation_id,representative,manager,team,country,product_class,month,source_partition,sales,quantity,transaction_count,transaction_value,unique_customers,new_customers,product_breadth,city_coverage,geographic_spread,distributor_count,distributor_concentration,distributor_mix_change,channel_mix,subchannel_mix,simulated_target,simulated_expected_incentive,simulated_actual_payout,simulated_adjustment,simulated_payout_delta,simulated_attainment,repeat_customers,lost_customers,distributor_mix_summary,channel_summary,pca_raw_score,pca_score_percentile,pca_review_flag,pca_threshold_exceedance,pca_raw_threshold,ewma_score,robust_peer_percentile,kmeans_percentile,autoencoder_percentile,isolation_forest_percentile,temporal_review_flag,robust_peer_flag,peer_flag,kmeans_distance,kmeans_cluster,dbscan_cluster,dbscan_noise,top_driver_1_feature,top_driver_1,top_driver_1_contribution,top_driver_2_feature,top_driver_2,top_driver_2_contribution,top_driver_3_feature,top_driver_3,top_driver_3_contribution,strongest_peer_deviation_metric,strongest_peer_deviation_value,peer_comparison_cohort,strongest_history_deviation_metric,strongest_history_deviation_value,temporal_metric_feature,temporal_observed,temporal_expected,temporal_direction,temporal_history_length,temporal_available,temporal_metric,ewma_sales_observed,ewma_sales_expected,ewma_sales_raw_score,ewma_sales_history_length,ewma_sales_available,business_rule_flag,business_rule_summary,number_of_supporting_signals,review_priority,model_agreement_summary,pca_rank,review_rank
obs_584bf1df6e76f200,Morris Garcia,Tracy Banks,Bravo,Germany|Poland,Antibiotics,2018-11-01,validation,1840643.0,4239.0,90,20451.588888888888,86,11,32,86,5.5109635670756765,13,0.2357291638869071,0.3151963498719655,0.481899696519026,0.7390848033931499,3024372.52,706.4524511682839,706.4524511682839,0.0,0.0,60.86032682243786,75,72,13 distributors; concentration index 0.236; mix change 0.315,Channel diversity index 0.482; subchannel diversity index 0.739,0.0670121041450158,0.8657041273623093,False,False,0.0837369402687258,0.3062842232296497,0.1945417863870958,0.1861328434664933,0.8157481279251413,0.4049512617028987,False,False,False,6.313945046450708,3,1,False,distributor_mix_change,Distributor mix change,1.2762348682068705,new_customers,New customers,1.2362740363190126,simulated_actual_payout_trend,DEMO payout: prior trend,0.8682009167706828,Quantity,-0.7147525830975983,product_class|peer_country|date,Customer coverage: personal history deviation,0.617283950617284,simulated_actual_payout,706.4524511682839,1413.5660641432744,down,22,True,DEMO payout,1840643.0,3274839.095460442,0.964090975939366,22,True,False,,0,Low,No elevated signals,847,847
obs_ab3795304350519f,Sheila Stones,Britanny Bold,Delta,Germany,Analgesics,2017-07-01,train,8174489.0,18359.0,80,102181.1125,77,43,38,77,2.607498206829729,8,0.4287213952999768,0.633386374544976,0.4056261453062877,0.663757039196474,2103153.91,3193.388204052075,3193.388204052075,0.0,0.0,388.677640810415,34,51,8 distributors; concentration index 0.429; mix change 0.633,Channel diversity index 0.406; subchannel diversity index 0.664,0.0668777373570927,0.8651245551601423,False,False,0.0837369402687258,0.9,0.997508896797153,0.8437722419928826,0.8466192170818505,0.8964412811387901,False,True,True,9.143654352257956,2,1,False,simulated_actual_payout_peer_z,DEMO payout: peer deviation,1.2823390241625054,product_class_share,Product class share,1.0446107058602798,simulated_actual_payout_peer_median,DEMO payout: peer median,0.6064098387008959,DEMO payout,17.65538015033428,product_class|peer_country|team|date,Sales: personal history deviation,12.879901646962422,total_sales,8174489.0,3660420.56954,up,6,True,Sales,8174489.0,3660420.56954,8.996681516823656,6,True,False,,1,Low,Peer,848,848
obs_fca5540590761641,Steve Pepple,Tracy Banks,Bravo,Germany,Analgesics,2017-12-01,train,2674552.0,5673.0,56,47759.857142857145,49,15,28,49,2.458476596324505,8,0.2794658825921532,0.2321956655554338,0.4479084540273692,0.6062462854136186,3864392.11,769.0762073054746,769.0762073054746,0.0,0.0,69.21016097406327,34,51,8 distributors; concentration index 0.279; mix change 0.232,Channel diversity index 0.448; subchannel diversity index 0.606,0.066865427708323,0.8644128113879004,False,False,0.0837369402687258,0.4544483985765125,0.2103202846975089,0.4231316725978647,0.8651245551601423,0.3512455516014235,False,False,False,7.209170713511393,3,1,False,distributor_mix_change,Distributor mix change,1.3978729508035492,product_class_share,Product class share,0.8370686739800922,simulated_actual_payout_trend,DEMO payout: prior trend,0.5479305135055065,DEMO payout,-0.7439774891249551,product_class|peer_country|date,Customer coverage: personal history deviation,-2.794117647058824,distinct_customers,49.0,63.43918509669999,down,11,True,Customer coverage,2674552.0,3219221.03633738,1.4905710244307444,11,True,False,,0,Low,No elevated signals,849,849
obs_e15e3c3869dcda4a,Morris Garcia,Tracy Banks,Bravo,Germany,Antimalarial,2017-06-01,train,1623355.0,5222.0,62,26183.14516129032,58,34,29,58,2.688679549037793,8,0.3284053900771613,0.5347325696449035,0.4871518371462411,0.6080665903447994,1362825.96,1238.960299817007,1238.960299817007,0.0,0.0,119.11682398536054,24,51,8 distributors; concentration index 0.328; mix change 0.535,Channel diversity index 0.487; subchannel diversity index 0.608,0.0668088658256823,0.8637010676156583,False,False,0.0837369402687258,0.9462633451957296,0.3334519572953737,0.0786476868327402,0.905693950177936,0.0523131672597864,False,False,False,5.587537225277766,0,1,False,average_price,Average price,0.7368743090352097,total_quantity_lag_2,Quantity: lag 2,0.4699829998261047,median_price,Median price,0.3917711655068107,Customer coverage,0.9433962264150942,product_class|peer_country|date,DEMO payout: personal history deviation,2.2466633470891906,simulated_actual_payout,1238.960299817007,3700.532289327727,down,5,True,DEMO payout,1623355.0,1708703.3875999996,0.1096295553481542,5,True,False,,0,Low,No elevated signals,850,850
obs_f18114503d67d0f3,Daniel Gates,Alisha Cordwell,Charlie,Germany,Antimalarial,2017-03-01,train,1084703.0,3073.0,46,23580.5,45,39,25,45,2.970024447968634,8,0.2819505472101121,0.5726472539323997,0.3896188003113445,0.5557871577661178,3104158.895,512.0765487586292,512.0765487586292,0.0,0.0,34.94353983448389,6,39,8 distributors; concentration index 0.282; mix change 0.573,Channel diversity index 0.390; subchannel diversity index 0.556,0.0667900893975463,0.8629893238434164,False,False,0.0837369402687258,0.0832740213523131,0.6850533807829181,0.9405693950177936,0.5092526690391459,0.7491103202846975,False,False,False,10.334623297614591,0,1,False,total_quantity_rolling_std,Quantity: rolling std,0.8793958258145824,total_sales_rolling_median,Sales: rolling median,0.779619238708514,product_mix_change,Product mix change,0.4764916488388617,Quantity,-1.7198515614294625,product_class|peer_country|date,,,distinct_customers,45.0,42.8,,2,False,Customer coverage,1084703.0,3246680.7,0.0,2,False,False,,0,Low,No elevated signals,851,851
obs_bd9405ef2011ad51,Thompson Crawford,James Goodwill,Alfa,Germany|Poland,Mood Stabilizers,2018-07-01,validation,2180675.0,6903.0,97,22481.18556701031,88,16,43,88,5.296160018814417,13,0.478157073990974,0.4238557287379947,0.4533353763074352,0.6933371396529004,2348513.3000000003,946.4006761213572,946.4006761213572,0.0,0.0,92.85342348284765,72,76,13 distributors; concentration index 0.478; mix change 0.424,Channel diversity index 0.453; subchannel diversity index 0.693,0.0667085252451519,0.8628237630583557,False,False,0.0837369402687258,0.1789328359673659,0.596639080463258,0.500716766166669,0.7024390629371192,0.5928702100257045,False,False,False,7.53311119240264,3,1,False,distributor_concentration,Distributor concentration,1.5649954738892664,total_sales_rolling_std,Sales: rolling std,0.4197506424393865,distinct_customers_rolling_std,Customer coverage: rolling std,0.408174919259653,Customer coverage,-1.4239249366728122,product_class|peer_country|date,Sales: personal history deviation,-0.4480683400483784,total_sales,2180675.0,2674999.3451154702,down,18,True,Sales,2180675.0,2674999.3451154702,0.5544533627419648,18,True,False,,0,Low,No elevated signals,852,852
obs_e7efc862635bfca3,Sheila Stones,Britanny Bold,Delta,Germany|Poland,Antiseptics,2018-07-01,validation,4520042.0,10532.0,131,34504.13740458015,119,17,46,119,5.442442125470059,12,0.3328867011094678,0.4785697022719209,0.4624083848285361,0.6594581420164327,3742525.6,1259.6897399980378,1259.6897399980378,0.0,0.0,120.775179199843,102,93,12 distributors; concentration index 0.333; mix change 0.479,Channel diversity index 0.462; subchannel diversity index 0.659,0.0665556752164222,0.862513504568441,False,False,0.0837369402687258,0.2644356693826256,0.1416977994614311,0.3237856692031742,0.6481869151223362,0.6227019597552514,False,False,False,6.89263997996037,3,1,False,product_class_share,Product class share,0.7183000856127387,new_customers,New customers,0.6350383329613646,total_quantity_trend,Quantity: prior trend,0.478588181233355,DEMO payout,-0.6739855677759247,product_class|peer_country|team|date,Sales: personal history deviation,2.006111354975177,total_sales,4520042.0,3733944.075824388,up,18,True,Sales,4520042.0,3733944.075824388,1.224255293961875,18,True,False,,0,Low,No elevated signals,853,853
obs_30263cfb7575a80a,Jessica Smith,Britanny Bold,Delta,Germany,Analgesics,2017-12-01,train,2531948.0,4918.0,52,48691.307692307695,50,14,27,50,2.554901279711684,6,0.4005454704176056,0.5866746912525758,0.4555415473354633,0.6231273319243734,2213661.58,1179.7284772860355,1179.7284772860355,0.0,0.0,114.37827818288284,36,68,6 distributors; concentration index 0.401; mix change 0.587,Channel diversity index 0.456; subchannel diversity index 0.623,0.0664394461127636,0.8622775800711744,False,False,0.0837369402687258,0.5120996441281139,0.5,0.7099644128113879,0.9832740213523132,0.4160142348754448,False,False,False,8.395029828346816,0,1,False,distinct_customers_lag_2,Customer coverage: lag 2,0.8187954516479062,total_quantity_lag_2,Quantity: lag 2,0.3835494927192003,total_sales_rolling_std,Sales: rolling std,0.329662568237195,Sales,-1.2096976990641708,product_class|peer_country|team|date,Customer coverage: personal history deviation,-2.857142857142857,distinct_customers,50.0,66.86372558459999,down,11,True,Customer coverage,2531948.0,3139201.6632894883,0.5113697673569065,11,True,False,,0,Low,No elevated signals,854,854
obs_18fe79a3239e7368,Jessica Smith,Britanny Bold,Delta,Germany|Poland,Analgesics,2018-06-01,train,5285296.0,10804.0,106,49861.28301886792,98,21,40,98,5.37967982049335,12,0.4694361420062193,0.5712099886803461,0.2598406380011214,0.586146945465977,2450561.58,2328.3846533658625,2328.3846533658625,0.0,0.0,215.67693067317248,77,90,12 distributors; concentration index 0.469; mix change 0.571,Channel diversity index 0.260; subchannel diversity index 0.586,0.0664295461747358,0.8615658362989324,False,False,0.0837369402687258,0.2537366548042705,0.8395017793594306,0.600355871886121,0.5896797153024911,0.6907473309608541,False,False,False,7.908604199488742,3,1,False,distributor_concentration,Distributor concentration,1.1234885611543528,total_quantity_lag_2,Quantity: lag 2,0.4667299187653518,distributor_mix_change,Distributor mix change,0.4624430925983872,DEMO payout,2.680535205448404,product_class|peer_country|team|date,DEMO payout: personal history deviation,1.1885775554021003,simulated_actual_payout,2328.3846533658625,1187.3826865420504,up,17,True,DEMO payout,5285296.0,3764016.511812344,0.5715056489014135,17,True,False,,0,Low,No elevated signals,855,855
obs_68b49514dab5a9ca,Abigail Thompson,Tracy Banks,Bravo,Germany,Antimalarial,2017-03-01,train,1162431.0,5812.0,49,23723.081632653066,48,32,23,48,2.528123975847189,8,0.3722648968722229,0.3105733048137498,0.4999716631869223,0.6781967518227894,1082214.305,1092.6534312905796,1092.6534312905796,0.0,0.0,107.41227450324638,16,37,8 distributors; concentration index 0.372; mix change 0.311,Channel diversity index 0.500; subchannel diversity index 0.678,0.0664116888939655,0.8608540925266904,False,False,0.0837369402687258,0.0832740213523131,0.5206405693950178,0.7462633451957296,0.8587188612099644,0.502135231316726,False,False,False,8.567561039859674,0,1,False,distinct_customers_rolling_std,Customer coverage: rolling std,2.177067289846616,total_quantity_rolling_std,Quantity: rolling std,0.7723220267836832,distributor_mix_change,Distributor mix change,0.5878508285922176,Sales,-1.2446805105532113,product_class|peer_country|date,,,distinct_customers,48.0,44.3,,2,False,Customer coverage,1162431.0,1005651.7,0.0,2,False,False,,0,Low,No elevated signals,856,856
obs_eb566018c674d79a,Jessica Smith,Britanny Bold,Delta,Germany,Antibiotics,2017-02-01,train,7703811.0,21003.0,47,163910.87234042553,47,45,27,47,2.5312815912588764,9,0.6048804994068283,0.870829358517424,0.3197615321572811,0.3746310090959008,2076840.5,3104.694907962359,3104.694907962359,0.0,0.0,370.9389815924719,2,48,9 distributors; concentration index 0.605; mix change 0.871,Channel diversity index 0.320; subchannel diversity index 0.375,0.0663377041623467,0.8601423487544484,False,False,0.0837369402687258,0.0832740213523131,0.8032028469750889,0.6836298932384341,0.591103202846975,0.8537366548042704,False,False,False,8.278919474921867,2,1,False,total_quantity_history_deviation,Quantity: personal history deviation,0.9018946682291265,total_sales_history_deviation,Sales: personal history deviation,0.6887403730751989,total_sales_rolling_median,Sales: rolling median,0.4418755943278467,Sales,2.4101508007206967,product_class|peer_country|team|date,,,distinct_customers,47.0,50.0,,1,False,Customer coverage,7703811.0,2016350.0,0.0,1,False,True,High DEMO attainment without customer growth; Sales growth is concentrated in few customers,1,Low,Business Rule,857,857
obs_1b5aa7b992dd2b62,Stella Given,Alisha Cordwell,Charlie,Germany,Mood Stabilizers,2017-03-01,train,2492237.0,8566.0,69,36119.3768115942,63,49,35,63,2.6954994418667577,10,0.2113975106743223,0.5934387228427418,0.4907933844695553,0.7123842929854085,1671007.625,1614.3219835696443,1614.3219835696443,0.0,0.0,149.14575868557154,14,61,10 distributors; concentration index 0.211; mix change 0.593,Channel diversity index 0.491; subchannel diversity index 0.712,0.0662931550027507,0.8594306049822064,False,False,0.0837369402687258,0.0832740213523131,0.1758007117437722,0.1306049822064057,0.4786476868327402,0.1213523131672597,False,False,False,5.9783850739184,0,1,False,distinct_customers_rolling_std,Customer coverage: rolling std,1.271619985271209,total_quantity_team_relative,Quantity: team relative,0.4696366325063292,representative_rank,Representative rank,0.4050217670655349,DEMO payout,0.6744907594765953,product_class|peer_country|date,,,distinct_customers,63.0,51.2,,2,False,Customer coverage,2492237.0,1321106.9,0.0,2,False,True,Repeated prior rule-triggering periods (not confirmed misconduct),1,Low,Business Rule,858,858
obs_26c8c7b44128cd19,Daniel Gates,Alisha Cordwell,Charlie,Germany,Antibiotics,2017-11-01,train,1398767.0,3057.0,57,24539.77192982456,52,26,27,52,2.3790800909077507,8,0.3158517387826782,0.6751117177250108,0.418875604161139,0.7076998025500504,2132826.15,741.8709619159536,741.8709619159536,0.0,0.0,65.58279492212715,26,45,8 distributors; concentration index 0.316; mix change 0.675,Channel diversity index 0.419; subchannel diversity index 0.708,0.066279372181897,0.8587188612099644,False,False,0.0837369402687258,0.5548042704626335,0.7953736654804271,0.1462633451957295,0.8138790035587189,0.1597864768683274,False,False,False,6.064208645829655,0,1,False,product_mix_change,Product mix change,1.2913756266398932,distributor_mix_change,Distributor mix change,0.9385263139422756,total_quantity_rolling_std,Quantity: rolling std,0.5245978589264275,Quantity,-2.358706254312785,product_class|peer_country|date,Sales: personal history deviation,-1.814173756866088,simulated_actual_payout,741.8709619159536,1744.4370792102154,down,10,True,DEMO payout,1398767.0,2274477.2485349555,1.830222234458998,10,True,False,,0,Low,No elevated signals,859,859
obs_e47ca23204bbb3b2,Daniel Gates,Alisha Cordwell,Charlie,Germany|Poland,Antimalarial,2018-06-01,train,5463691.0,11690.0,85,64278.71764705882,81,21,30,81,5.689591114872329,10,0.4338564970602314,0.3988462870339788,0.2446556670934485,0.5029070036117377,2108476.95,2545.6487382989885,2545.6487382989885,0.0,0.0,259.1297476597977,60,64,10 distributors; concentration index 0.434; mix change 0.399,Channel diversity index 0.245; subchannel diversity index 0.503,0.0660946461507629,0.8580071174377224,False,False,0.0837369402687258,0.6850533807829181,0.099288256227758,0.7697508896797153,0.6686832740213523,0.7790035587188612,False,False,False,8.662234732013685,2,-1,True,product_concentration,Product concentration,1.1076029592106291,distributor_mix_change,Distributor mix change,0.9147683067564044,rank_change,Rank change,0.4105905829851691,DEMO payout,0.6206223885837974,product_class|peer_country|date,DEMO payout: personal history deviation,5.141432192904649,simulated_actual_payout,2545.6487382989885,1285.136649707244,up,17,True,DEMO payout,5463691.0,2171300.130109543,2.767433916278906,17,True,True,Sales growth is concentrated in few customers,1,Low,Business Rule,860,860
obs_543f9b59451b6c6e,Thompson Crawford,James Goodwill,Alfa,Germany,Mood Stabilizers,2017-10-01,train,2295492.0,4488.0,54,42509.11111111111,48,10,27,48,2.5782148277322627,7,0.3183539707293862,0.5546887695211261,0.4811969937588041,0.6488760373411677,2240322.1,1030.7823482168033,1030.7823482168033,0.0,0.0,102.46258785734426,38,50,7 distributors; concentration index 0.318; mix change 0.555,Channel diversity index 0.481; subchannel diversity index 0.649,0.0659423951324762,0.8572953736654805,False,False,0.0837369402687258,0.4637010676156584,0.7416370106761566,0.3612099644128114,0.7491103202846975,0.3526690391459074,False,False,False,7.021947776046274,0,1,False,distinct_customers_lag_2,Customer coverage: lag 2,0.7486425598899927,customer_loss_rate,Customer loss rate,0.5551986441372775,total_quantity_lag_2,Quantity: lag 2,0.5019818999289407,Customer coverage,-2.0,product_class|peer_country|date,DEMO payout: personal history deviation,0.7440234308279923,simulated_actual_payout,1030.7823482168033,1816.29772158303,down,9,True,DEMO payout,2295492.0,2301930.90624179,0.0070712751893376,9,True,False,,0,Low,No elevated signals,861,861
obs_1a09d512bfc26af6,Mary Gerrard,Britanny Bold,Delta,Germany|Poland,Analgesics,2018-05-01,train,5979504.0,15501.0,111,53869.40540540541,98,23,38,98,5.409961955619902,14,0.6294685884700516,0.185687153654421,0.3495133219597133,0.43064853597652,4834251.44,1296.129756130351,1296.129756130351,0.0,0.0,123.6903804904281,75,85,14 distributors; concentration index 0.629; mix change 0.186,Channel diversity index 0.350; subchannel diversity index 0.431,0.0658401723748172,0.8565836298932384,False,False,0.0837369402687258,0.1782918149466192,0.8138790035587189,0.9313167259786476,0.8516014234875445,0.9604982206405694,False,False,False,10.042360899466082,2,-1,True,distributor_mix_change,Distributor mix change,2.155402126261436,product_class_share,Product class share,0.3547618404012225,total_sales_peer_z,Sales: peer deviation,0.3334559758313204,Quantity,2.49703520849138,product_class|peer_country|team|date,DEMO payout: personal history deviation,1.416474331047218,distinct_customers,98.0,88.63433984116192,up,16,True,Customer coverage,5979504.0,5922677.098483395,0.0244272776367556,16,True,False,,0,Low,No elevated signals,862,862
obs_a52ce93450ef5679,Steve Pepple,Tracy Banks,Bravo,Germany,Mood Stabilizers,2017-04-01,train,3702209.0,7831.0,55,67312.89090909091,55,39,33,55,2.3636470878380123,9,0.5855645374267258,0.6848821170703493,0.2463309888200027,0.4707446069154064,1299106.04,2674.9063917830754,2674.9063917830754,0.0,0.0,284.9812783566151,16,55,9 distributors; concentration index 0.586; mix change 0.685,Channel diversity index 0.246; subchannel diversity index 0.471,0.065761342083078,0.8558718861209964,False,False,0.0837369402687258,0.7512455516014235,0.9811387900355872,0.7654804270462633,0.8316725978647687,0.8665480427046264,False,True,True,8.644045489903268,2,-1,True,simulated_actual_payout_trend,DEMO payout: prior trend,0.7606218259112006,distinct_customers_lag_2,Customer coverage: lag 2,0.5572586283888374,total_quantity_lag_3,Quantity: lag 3,0.5356916608302597,DEMO payout,9.27928466960581,product_class|peer_country|date,Sales: personal history deviation,5.59574793498637,total_sales,3702209.0,1789280.7199999995,up,3,True,Sales,3702209.0,1789280.7199999995,4.385302419266599,3,True,True,High DEMO attainment without customer growth,2,Medium,Peer + Business Rule,863,863
obs_715980a25487fbb7,Steve Pepple,Tracy Banks,Bravo,Germany|Poland,Antiseptics,2018-08-01,validation,2735699.0,5345.0,108,25330.546296296296,96,9,41,96,5.798744279925036,13,0.171673891034955,0.6534024814890206,0.4165695540074903,0.614983649832175,3516805.22,833.419928499765,833.419928499765,0.0,0.0,77.78932379996866,87,103,13 distributors; concentration index 0.172; mix change 0.653,Channel diversity index 0.417; subchannel diversity index 0.615,0.0656877858335798,0.8551739273683191,False,False,0.0837369402687258,0.7671541901447125,0.1871382683920942,0.7738433305572794,0.9524292673037996,0.9261070121007536,False,False,False,8.689811278453096,3,1,False,new_customers,New customers,1.3850507935047067,distinct_customers_rolling_std,Customer coverage: rolling std,0.7193072341076759,total_quantity_peer_percentile,Quantity: peer percentile,0.3622295858085527,Quantity,-0.6965656770722264,product_class|peer_country|date,Quantity: personal history deviation,-1.557491178015417,total_quantity,5345.0,13633.703328291136,down,19,True,Quantity,2735699.0,5320300.274717854,1.9114588726115496,19,True,False,,0,Low,No elevated signals,864,864
obs_748765f00024da5c,Stella Given,Alisha Cordwell,Charlie,Germany,Analgesics,2017-08-01,train,1959690.0,4546.0,62,31607.90322580645,58,23,34,58,2.5202282676957988,10,0.1408146093047019,0.5938638652016819,0.4781478960577041,0.6663566619170883,4877301.32,551.3485129518305,551.3485129518305,0.0,0.0,40.17980172691073,35,68,10 distributors; concentration index 0.141; mix change 0.594,Channel diversity index 0.478; subchannel diversity index 0.666,0.0656863330624317,0.8551601423487545,False,False,0.0837369402687258,0.897864768683274,0.3298932384341637,0.7113879003558718,0.8871886120996442,0.1825622775800711,False,False,False,8.399521587915531,0,1,False,simulated_actual_payout_history_deviation,DEMO payout: personal history deviation,1.5556652355494909,simulated_actual_payout_rolling_MAD,DEMO payout: prior historical variation,1.0488469889367626,product_mix_change,Product mix change,0.883646211949329,Customer coverage,-0.9375,product_class|peer_country|date,DEMO payout: personal history deviation,-7.556849716807261,simulated_actual_payout,551.3485129518305,2567.76700195494,down,7,True,DEMO payout,1959690.0,3378064.536799,0.9750653762163812,7,True,False,,0,Low,No elevated signals,865,865
obs_4b2b254e670a4daa,Anne Wu,Britanny Bold,Delta,Germany,Analgesics,2017-05-01,train,5873340.0,15568.0,63,93227.61904761904,59,34,33,59,2.5138364534370123,10,0.4455788614465885,0.3427623542932191,0.1450605753687395,0.2319728701286277,3852932.33,1655.4772757973665,1655.4772757973665,0.0,0.0,152.43818206378933,25,40,10 distributors; concentration index 0.446; mix change 0.343,Channel diversity index 0.145; subchannel diversity index 0.232,0.0656732578282284,0.8544483985765124,False,False,0.0837369402687258,0.9676156583629894,0.4010676156583629,0.4010676156583629,0.9825622775800712,0.7562277580071174,True,False,False,7.137603675439327,2,1,False,distributor_mix_change,Distributor mix change,0.5930434362158318,simulated_actual_payout_history_deviation,DEMO payout: personal history deviation,0.5819773462961942,channel_mix,Channel mix diversity,0.5623225432634901,Customer coverage,-1.0492078480747036,product_class|peer_country|team|date,Quantity: personal history deviation,6.53671640366397,simulated_actual_payout,1655.4772757973665,4738.837878019841,down,4,True,DEMO payout,5873340.0,3468579.44,1.7778005500848486,4,True,False,,1,Low,Temporal,866,866
obs_0fa459ae12407e95,Daniel Gates,Alisha Cordwell,Charlie,Germany|Poland,Antimalarial,2018-09-01,validation,2100032.0,5811.0,97,21649.81443298969,90,15,32,90,5.691298337187168,16,0.2209973194943217,0.565664199739407,0.4995822976275798,0.7186334739336105,5794655.37,521.8063283200913,521.8063283200913,0.0,0.0,36.24084377601217,75,79,16 distributors; concentration index 0.221; mix change 0.566,Channel diversity index 0.500; subchannel diversity index 0.719,0.0656069444705962,0.8540297197096307,False,False,0.0837369402687258,0.3290284663555792,0.7709213216573088,0.7973949165800993,0.923315944197912,0.9170880636019736,False,False,False,8.829353571069902,3,1,False,new_customers,New customers,0.7771525280409494,country_mix,Country mix diversity,0.5534167408483807,distributor_count,Distributor count,0.5315115583502242,Customer coverage,2.162162162162162,product_class|peer_country|date,Customer coverage: personal history deviation,1.1037121518707922,total_sales,2100032.0,6323664.811627573,down,20,True,Sales,2100032.0,6323664.811627573,1.592036525432699,20,True,True,Repeated prior rule-triggering periods (not confirmed misconduct),1,Low,Business Rule,867,867
obs_7c842a62bfdcc660,Jimmy Grey,Alisha Cordwell,Charlie,Germany|Poland,Analgesics,2018-06-01,train,19256398.0,35749.0,109,176664.20183486238,105,16,40,105,5.1273179297174805,16,0.6529201262976628,0.9035041566351224,0.2759632504920273,0.3494204783766834,3571565.17,3945.7926124024775,3945.7926124024775,0.0,0.0,539.1585224804955,89,81,16 distributors; concentration index 0.653; mix change 0.904,Channel diversity index 0.276; subchannel diversity index 0.349,0.0655605267518723,0.8537366548042704,False,False,0.0837369402687258,0.9939501779359432,0.9725978647686832,0.9597864768683274,0.7234875444839858,0.9903914590747332,True,True,True,10.866668195949504,2,-1,True,simulated_actual_payout_lag_12,DEMO payout: lag 12,0.6662015743357476,total_sales_year_over_year_growth,Sales: year-over-year change,0.5778699119081625,total_quantity_peer_median,Quantity: peer median,0.5570843387221535,Quantity,7.731343142832532,product_class|peer_country|date,Quantity: personal history deviation,39.92877094972067,total_quantity,35749.0,7129.422959028681,up,17,True,Quantity,19256398.0,3230505.480592629,33.63281107403222,17,True,True,Sales growth is concentrated in few customers,3,Medium,Peer + Temporal + Business Rule,868,868
obs_8aae99145fca0de6,Alan Ray,James Goodwill,Alfa,Germany|Poland,Analgesics,2018-09-01,validation,1720937.0,3708.0,107,16083.523364485982,101,17,40,101,5.909450745236896,15,0.2098229217197245,0.6267175408142625,0.3549558595721043,0.5111824427357663,3626648.54,605.8940812058947,605.8940812058947,0.0,0.0,47.452544160785976,84,81,15 distributors; concentration index 0.210; mix change 0.627,Channel diversity index 0.355; subchannel diversity index 0.511,0.0655493645217851,0.8535423265316606,False,False,0.0837369402687258,0.5128838857790923,0.6858089204634857,0.3743304001356064,0.9120640195134836,0.7103399654019119,False,False,False,7.064725179660664,3,1,False,simulated_actual_payout_lag_12,DEMO payout: lag 12,0.7932329696528068,distinct_customers_rolling_std,Customer coverage: rolling std,0.7887353098716524,total_sales_rolling_std,Sales: rolling std,0.5752088420084118,Quantity,-1.7215287535861428,product_class|peer_country|date,Customer coverage: personal history deviation,1.0376780915024542,total_quantity,3708.0,9035.94524776778,down,20,True,Quantity,1720937.0,3064294.452689933,1.3480256615116712,20,True,False,,0,Low,No elevated signals,869,869
obs_b623d1b9ab87cc4e,Anne Wu,Britanny Bold,Delta,Germany,Analgesics,2017-04-01,train,5235184.0,8908.0,50,104703.68,48,37,31,48,2.617944106228148,10,0.2274743968066186,0.3185290804721534,0.357908772179291,0.6630570069508568,3190112.91,1801.331781858467,1801.331781858467,0.0,0.0,164.10654254867737,11,53,10 distributors; concentration index 0.227; mix change 0.319,Channel diversity index 0.358; subchannel diversity index 0.663,0.0655196441379212,0.8530249110320285,False,False,0.0837369402687258,0.9733096085409252,0.797508896797153,0.5597864768683274,0.917081850533808,0.4871886120996441,True,False,False,7.747440747596189,2,1,False,distributor_mix_change,Distributor mix change,0.8888407290250743,customer_loss_rate,Customer loss rate,0.6262693219811435,simulated_actual_payout_lag_3,DEMO payout: lag 3,0.4638965642597016,DEMO payout,2.383037635673707,product_class|peer_country|team|date,Sales: personal history deviation,2.240903034558825,simulated_actual_payout,1801.331781858467,5997.769062089002,down,3,True,DEMO payout,5235184.0,2711463.2,2.645204858167624,3,True,True,Repeated prior rule-triggering periods (not confirmed misconduct),2,Medium,Temporal + Business Rule,870,870
obs_2d0cae3b27e68c95,Jimmy Grey,Alisha Cordwell,Charlie,Germany|Poland,Antibiotics,2018-12-01,validation,1395515.0,3192.0,61,22877.29508196721,59,8,31,59,5.480270490527295,10,0.2425546598617136,0.3593275492956607,0.4676531799586338,0.7148125449923457,6556012.83,409.6452412677783,409.6452412677783,0.0,0.0,21.286032169037107,51,86,10 distributors; concentration index 0.243; mix change 0.359,Channel diversity index 0.468; subchannel diversity index 0.715,0.0654589203908127,0.8527818149284161,False,False,0.0837369402687258,0.269020420136885,0.3736654804270463,0.4980188191715708,0.6600990546718462,0.7734795033834544,False,False,False,7.526389433667327,3,1,False,country_mix,Country mix diversity,1.131201145910005,new_customers,New customers,0.8818681871342974,distributor_mix_change,Distributor mix change,0.4469725157106207,Customer coverage,-1.0117361392148927,product_class|peer_country|date,Customer coverage: personal history deviation,-1.13314447592068,distinct_customers,59.0,82.47138824175201,down,23,True,Customer coverage,1395515.0,4022882.014354594,0.8991534408577762,23,True,False,,0,Low,No elevated signals,871,871
